param1,param2,l,real,imag,type
-2.78966,0.48,1,1.576889e-02,-4.134130e-03,resonance
-2.76207,0.48,1,1.943615e-02,-5.731020e-03,resonance
-2.73448,0.48,1,2.304645e-02,-7.497810e-03,resonance
-2.7069,0.48,1,2.659902e-02,-9.421482e-03,resonance
-2.67931,0.48,1,3.009307e-02,-1.149202e-02,resonance
-2.65172,0.48,1,3.352779e-02,-1.370142e-02,resonance
-2.62414,0.48,1,3.690233e-02,-1.604316e-02,resonance
-2.59655,0.48,1,4.021583e-02,-1.851177e-02,resonance
-2.56897,0.48,1,4.346739e-02,-2.110262e-02,resonance
-2.54138,0.48,1,4.665608e-02,-2.381173e-02,resonance
-2.51379,0.48,1,4.978094e-02,-2.663565e-02,resonance
-2.48621,0.48,1,5.284097e-02,-2.957134e-02,resonance
-2.45862,0.48,1,5.583516e-02,-3.261615e-02,resonance
-2.43103,0.48,1,5.876245e-02,-3.576771e-02,resonance
-2.40345,0.48,1,6.162174e-02,-3.902392e-02,resonance
-2.37586,0.48,1,6.441191e-02,-4.238289e-02,resonance
-2.34828,0.48,1,6.713179e-02,-4.584293e-02,resonance
-2.32069,0.48,1,6.978016e-02,-4.940254e-02,resonance
-2.2931,0.48,1,7.235579e-02,-5.306033e-02,resonance
-2.26552,0.48,1,7.485738e-02,-5.681509e-02,resonance
-2.23793,0.48,1,7.728359e-02,-6.066569e-02,resonance
-2.21034,0.48,1,7.963305e-02,-6.461114e-02,resonance
-2.18276,0.48,1,8.190432e-02,-6.865054e-02,resonance
-3.01379,0.5,1,1.564733e-03,-1.207740e-04,resonance
-2.98276,0.5,1,5.921409e-03,-9.010465e-04,resonance
-2.95172,0.5,1,1.021203e-02,-2.068493e-03,resonance
-2.92069,0.5,1,1.443570e-02,-3.524542e-03,resonance
-2.88966,0.5,1,1.859151e-02,-5.223528e-03,resonance
-2.85862,0.5,1,2.267850e-02,-7.137544e-03,resonance
-2.82759,0.5,1,2.669569e-02,-9.247345e-03,resonance
-2.79655,0.5,1,3.064204e-02,-1.153868e-02,resonance
-2.76552,0.5,1,3.451650e-02,-1.400051e-02,resonance
-2.73448,0.5,1,3.831797e-02,-1.662399e-02,resonance
-2.70345,0.5,1,4.204530e-02,-1.940184e-02,resonance
-2.67241,0.5,1,4.569733e-02,-2.232799e-02,resonance
-2.64138,0.5,1,4.927282e-02,-2.539728e-02,resonance
-2.61034,0.5,1,5.277052e-02,-2.860527e-02,resonance
-2.57931,0.5,1,5.618910e-02,-3.194811e-02,resonance
-2.54828,0.5,1,5.952722e-02,-3.542244e-02,resonance
-2.51724,0.5,1,6.278347e-02,-3.902531e-02,resonance
-2.48621,0.5,1,6.595638e-02,-4.275409e-02,resonance
-2.45517,0.5,1,6.904446e-02,-4.660647e-02,resonance
-2.42414,0.5,1,7.204613e-02,-5.058037e-02,resonance
-2.3931,0.5,1,7.495977e-02,-5.467395e-02,resonance
-2.36207,0.5,1,7.778371e-02,-5.888557e-02,resonance
-2.33103,0.5,1,8.051618e-02,-6.321373e-02,resonance
-2.3,0.5,1,8.315539e-02,-6.765714e-02,resonance
-3.13793,0.52,1,1.119682e-03,-7.158128e-05,resonance
-3.1069,0.52,1,5.484907e-03,-7.860947e-04,resonance
-3.07586,0.52,1,9.786741e-03,-1.898084e-03,resonance
-3.04483,0.52,1,1.402437e-02,-3.299110e-03,resonance
-3.01379,0.52,1,1.819694e-02,-4.941540e-03,resonance
-2.98276,0.52,1,2.230359e-02,-6.796755e-03,resonance
-2.95172,0.52,1,2.634342e-02,-8.845185e-03,resonance
-2.92069,0.52,1,3.031547e-02,-1.107242e-02,resonance
-2.88966,0.52,1,3.421879e-02,-1.346732e-02,resonance
-2.85862,0.52,1,3.805237e-02,-1.602100e-02,resonance
-2.82759,0.52,1,4.181518e-02,-1.872613e-02,resonance
-2.79655,0.52,1,4.550614e-02,-2.157663e-02,resonance
-2.76552,0.52,1,4.912415e-02,-2.456731e-02,resonance
-2.73448,0.52,1,5.266805e-02,-2.769371e-02,resonance
-2.70345,0.52,1,5.613666e-02,-3.095198e-02,resonance
-2.67241,0.52,1,5.952875e-02,-3.433874e-02,resonance
-2.64138,0.52,1,6.284305e-02,-3.785100e-02,resonance
-2.61034,0.52,1,6.607825e-02,-4.148612e-02,resonance
-2.57931,0.52,1,6.923300e-02,-4.524177e-02,resonance
-2.54828,0.52,1,7.230587e-02,-4.911585e-02,resonance
-2.51724,0.52,1,7.529542e-02,-5.310649e-02,resonance
-2.48621,0.52,1,7.820013e-02,-5.721200e-02,resonance
-2.45517,0.52,1,8.101846e-02,-6.143088e-02,resonance
-2.42414,0.52,1,8.374877e-02,-6.576178e-02,resonance
-2.3931,0.52,1,8.638939e-02,-7.020347e-02,resonance
-2.36207,0.52,1,8.893858e-02,-7.475487e-02,resonance
-3.21793,0.54,1,6.875165e-03,-1.086234e-03,resonance
-3.18586,0.54,1,1.130322e-02,-2.319695e-03,resonance
-3.15379,0.54,1,1.566503e-02,-3.834687e-03,resonance
-3.12172,0.54,1,1.995974e-02,-5.589196e-03,resonance
-3.08966,0.54,1,2.418643e-02,-7.556849e-03,resonance
-3.05759,0.54,1,2.834417e-02,-9.719178e-03,resonance
-3.02552,0.54,1,3.243200e-02,-1.206238e-02,resonance
-2.99345,0.54,1,3.644892e-02,-1.457567e-02,resonance
-2.96138,0.54,1,4.039389e-02,-1.725037e-02,resonance
-2.92931,0.54,1,4.426584e-02,-2.007932e-02,resonance
-2.89724,0.54,1,4.806368e-02,-2.305650e-02,resonance
-2.86517,0.54,1,5.178625e-02,-2.617678e-02,resonance
-2.8331,0.54,1,5.543237e-02,-2.943574e-02,resonance
-2.80103,0.54,1,5.900083e-02,-3.282955e-02,resonance
-2.76897,0.54,1,6.249035e-02,-3.635483e-02,resonance
-2.7369,0.54,1,6.589963e-02,-4.000861e-02,resonance
-2.70483,0.54,1,6.922732e-02,-4.378825e-02,resonance
-2.67276,0.54,1,7.247201e-02,-4.769141e-02,resonance
-2.64069,0.54,1,7.563226e-02,-5.171597e-02,resonance
-2.60862,0.54,1,7.870656e-02,-5.586007e-02,resonance
-2.57655,0.54,1,8.169337e-02,-6.012201e-02,resonance
-2.54448,0.54,1,8.459108e-02,-6.450028e-02,resonance
-2.51241,0.54,1,8.739803e-02,-6.899353e-02,resonance
-2.48034,0.54,1,9.011248e-02,-7.360051e-02,resonance
-2.44828,0.54,1,9.273265e-02,-7.832014e-02,resonance
-3.35,0.56,1,5.332189e-03,-7.249342e-04,resonance
-3.31552,0.56,1,1.011959e-02,-1.920847e-03,resonance
-3.28103,0.56,1,1.483347e-02,-3.455426e-03,resonance
-3.24655,0.56,1,1.947284e-02,-5.269317e-03,resonance
-3.21207,0.56,1,2.403666e-02,-7.327937e-03,resonance
-3.17759,0.56,1,2.852387e-02,-9.608011e-03,resonance
-3.1431,0.56,1,3.293335e-02,-1.209257e-02,resonance
-3.10862,0.56,1,3.726395e-02,-1.476860e-02,resonance
-3.07414,0.56,1,4.151449e-02,-1.762574e-02,resonance
-3.03966,0.56,1,4.568374e-02,-2.065554e-02,resonance
-3.00517,0.56,1,4.977042e-02,-2.385096e-02,resonance
-2.97069,0.56,1,5.377321e-02,-2.720603e-02,resonance
-2.93621,0.56,1,5.769075e-02,-3.071564e-02,resonance
-2.90172,0.56,1,6.152161e-02,-3.437537e-02,resonance
-2.86724,0.56,1,6.526434e-02,-3.818136e-02,resonance
-2.83276,0.56,1,6.891742e-02,-4.213022e-02,resonance
-2.79828,0.56,1,7.247927e-02,-4.621896e-02,resonance
-2.76379,0.56,1,7.594827e-02,-5.044490e-02,resonance
-2.72931,0.56,1,7.932272e-02,-5.480569e-02,resonance
-2.69483,0.56,1,8.260089e-02,-5.929920e-02,resonance
-2.66034,0.56,1,8.578095e-02,-6.392356e-02,resonance
-2.62586,0.56,1,8.886103e-02,-6.867707e-02,resonance
-2.59138,0.56,1,9.183918e-02,-7.355821e-02,resonance
-2.5569,0.56,1,9.471337e-02,-7.856563e-02,resonance
-3.4,0.58,1,1.512095e-02,-3.492124e-03,resonance
-3.36448,0.58,1,1.990358e-02,-5.346299e-03,resonance
-3.32897,0.58,1,2.460888e-02,-7.452737e-03,resonance
-3.29345,0.58,1,2.923577e-02,-9.787245e-03,resonance
-3.25793,0.58,1,3.378312e-02,-1.233222e-02,resonance
-3.22241,0.58,1,3.824976e-02,-1.507418e-02,resonance
-3.1869,0.58,1,4.263449e-02,-1.800239e-02,resonance
-3.15138,0.58,1,4.693606e-02,-2.110813e-02,resonance
-3.11586,0.58,1,5.115317e-02,-2.438409e-02,resonance
-3.08034,0.58,1,5.528448e-02,-2.782412e-02,resonance
-3.04483,0.58,1,5.932860e-02,-3.142294e-02,resonance
-3.00931,0.58,1,6.328410e-02,-3.517598e-02,resonance
-2.97379,0.58,1,6.714949e-02,-3.907924e-02,resonance
-2.93828,0.58,1,7.092323e-02,-4.312923e-02,resonance
-2.90276,0.58,1,7.460372e-02,-4.732285e-02,resonance
-2.86724,0.58,1,7.818932e-02,-5.165735e-02,resonance
-2.83172,0.58,1,8.167831e-02,-5.613027e-02,resonance
-2.79621,0.58,1,8.506892e-02,-6.073944e-02,resonance
-2.76069,0.58,1,8.835931e-02,-6.548289e-02,resonance
-2.72517,0.58,1,9.154758e-02,-7.035887e-02,resonance
-2.68966,0.58,1,9.463176e-02,-7.536583e-02,resonance
-2.65414,0.58,1,9.760978e-02,-8.050235e-02,resonance
-3.61379,0.6,1,2.267635e-03,-1.925347e-04,resonance
-3.56724,0.6,1,8.782997e-03,-1.492377e-03,resonance
-3.52069,0.6,1,1.517397e-02,-3.447110e-03,resonance
-3.47414,0.6,1,2.143843e-02,-5.890072e-03,resonance
-3.42759,0.6,1,2.757417e-02,-8.744772e-03,resonance
-3.38103,0.6,1,3.357889e-02,-1.196473e-02,resonance
-3.33448,0.6,1,3.945015e-02,-1.551807e-02,resonance
-3.28793,0.6,1,4.518544e-02,-1.938129e-02,resonance
-3.24138,0.6,1,5.078211e-02,-2.353629e-02,resonance
-3.19483,0.6,1,5.623740e-02,-2.796866e-02,resonance
-3.14828,0.6,1,6.154842e-02,-3.266664e-02,resonance
-3.10172,0.6,1,6.671217e-02,-3.762047e-02,resonance
-3.05517,0.6,1,7.172550e-02,-4.282194e-02,resonance
-3.00862,0.6,1,7.658511e-02,-4.826405e-02,resonance
-2.96207,0.6,1,8.128757e-02,-5.394080e-02,resonance
-2.91552,0.6,1,8.582927e-02,-5.984704e-02,resonance
-2.86897,0.6,1,9.020646e-02,-6.597828e-02,resonance
-2.82241,0.6,1,9.441520e-02,-7.233062e-02,resonance
-2.77586,0.6,1,9.845136e-02,-7.890068e-02,resonance
-2.72931,0.6,1,1.023106e-01,-8.568552e-02,resonance
-3.72069,0.62,1,4.254415e-03,-4.890180e-04,resonance
-3.68103,0.62,1,9.784126e-03,-1.729248e-03,resonance
-3.64138,0.62,1,1.522633e-02,-3.404573e-03,resonance
-3.60172,0.62,1,2.057980e-02,-5.426468e-03,resonance
-3.56207,0.62,1,2.584327e-02,-7.747392e-03,resonance
-3.52241,0.62,1,3.101542e-02,-1.033657e-02,resonance
-3.48276,0.62,1,3.609488e-02,-1.317209e-02,resonance
-3.4431,0.62,1,4.108023e-02,-1.623740e-02,resonance
-3.40345,0.62,1,4.596999e-02,-1.951948e-02,resonance
-3.36379,0.62,1,5.076265e-02,-2.300779e-02,resonance
-3.32414,0.62,1,5.545661e-02,-2.669363e-02,resonance
-3.28448,0.62,1,6.005024e-02,-3.056968e-02,resonance
-3.24483,0.62,1,6.454183e-02,-3.462967e-02,resonance
-3.20517,0.62,1,6.892963e-02,-3.886822e-02,resonance
-3.16552,0.62,1,7.321179e-02,-4.328066e-02,resonance
-3.12586,0.62,1,7.738643e-02,-4.786288e-02,resonance
-3.08621,0.62,1,8.145158e-02,-5.261127e-02,resonance
-3.04655,0.62,1,8.540519e-02,-5.752266e-02,resonance
-3.0069,0.62,1,8.924514e-02,-6.259420e-02,resonance
-2.96724,0.62,1,9.296924e-02,-6.782339e-02,resonance
-2.92759,0.62,1,9.657521e-02,-7.320798e-02,resonance
-2.88793,0.62,1,1.000607e-01,-7.874597e-02,resonance
-2.84828,0.62,1,1.034232e-01,-8.443558e-02,resonance
-3.84138,0.64,1,4.297846e-03,-4.885960e-04,resonance
-3.80172,0.64,1,9.830334e-03,-1.712950e-03,resonance
-3.76207,0.64,1,1.527811e-02,-3.364313e-03,resonance
-3.72241,0.64,1,2.064001e-02,-5.356005e-03,resonance
-3.68276,0.64,1,2.591487e-02,-7.641360e-03,resonance
-3.6431,0.64,1,3.110144e-02,-1.019012e-02,resonance
-3.60345,0.64,1,3.619845e-02,-1.298073e-02,resonance
-3.56379,0.64,1,4.120458e-02,-1.599686e-02,resonance
-3.52414,0.64,1,4.611845e-02,-1.922570e-02,resonance
-3.48448,0.64,1,5.093865e-02,-2.265685e-02,resonance
-3.44483,0.64,1,5.566369e-02,-2.628169e-02,resonance
-3.40517,0.64,1,6.029208e-02,-3.009300e-02,resonance
-3.36552,0.64,1,6.482221e-02,-3.408457e-02,resonance
-3.32586,0.64,1,6.925247e-02,-3.825108e-02,resonance
-3.28621,0.64,1,7.358115e-02,-4.258787e-02,resonance
-3.24655,0.64,1,7.780651e-02,-4.709087e-02,resonance
-3.2069,0.64,1,8.192673e-02,-5.175650e-02,resonance
-3.16724,0.64,1,8.593994e-02,-5.658157e-02,resonance
-3.12759,0.64,1,8.984417e-02,-6.156325e-02,resonance
-3.08793,0.64,1,9.363741e-02,-6.669903e-02,resonance
-3.04828,0.64,1,9.731757e-02,-7.198664e-02,resonance
-3.00862,0.64,1,1.008825e-01,-7.742407e-02,resonance
-2.96897,0.64,1,1.043299e-01,-8.300953e-02,resonance
-2.92931,0.64,1,1.076574e-01,-8.874139e-02,resonance
-3.9,0.67,1,2.119175e-02,-5.440380e-03,resonance
-3.86552,0.67,1,2.579072e-02,-7.389336e-03,resonance
-3.83103,0.67,1,3.032615e-02,-9.532988e-03,resonance
-3.79655,0.67,1,3.479728e-02,-1.185708e-02,resonance
-3.76207,0.67,1,3.920332e-02,-1.435048e-02,resonance
-3.72759,0.67,1,4.354348e-02,-1.700423e-02,resonance
-3.6931,0.67,1,4.781693e-02,-1.981092e-02,resonance
-3.65862,0.67,1,5.202281e-02,-2.276432e-02,resonance
-3.62414,0.67,1,5.616025e-02,-2.585912e-02,resonance
-3.58966,0.67,1,6.022834e-02,-2.909072e-02,resonance
-3.55517,0.67,1,6.422616e-02,-3.245509e-02,resonance
-3.52069,0.67,1,6.815275e-02,-3.594872e-02,resonance
-3.48621,0.67,1,7.200713e-02,-3.956846e-02,resonance
-3.45172,0.67,1,7.578827e-02,-4.331152e-02,resonance
-3.41724,0.67,1,7.949515e-02,-4.717541e-02,resonance
-3.38276,0.67,1,8.312667e-02,-5.115786e-02,resonance
-3.34828,0.67,1,8.668174e-02,-5.525685e-02,resonance
-3.31379,0.67,1,9.015921e-02,-5.947054e-02,resonance
-3.27931,0.67,1,9.355791e-02,-6.379725e-02,resonance
-3.24483,0.67,1,9.687663e-02,-6.823546e-02,resonance
-3.21034,0.67,1,1.001141e-01,-7.278380e-02,resonance
-3.17586,0.67,1,1.032691e-01,-7.744100e-02,resonance
-3.14138,0.67,1,1.063402e-01,-8.220592e-02,resonance
-3.1069,0.67,1,1.093261e-01,-8.707751e-02,resonance
-3.07241,0.67,1,1.122255e-01,-9.205481e-02,resonance
-3.03793,0.67,1,1.150367e-01,-9.713696e-02,resonance
-4.2,0.7,1,4.912786e-03,-5.712254e-04,resonance
-4.15586,0.7,1,1.106660e-02,-1.957771e-03,resonance
-4.11172,0.7,1,1.712439e-02,-3.820957e-03,resonance
-4.06759,0.7,1,2.308483e-02,-6.065071e-03,resonance
-4.02345,0.7,1,2.894655e-02,-8.638294e-03,resonance
-3.97931,0.7,1,3.470812e-02,-1.150695e-02,resonance
-3.93517,0.7,1,4.036806e-02,-1.464702e-02,resonance
-3.89103,0.7,1,4.592485e-02,-1.804030e-02,resonance
-3.8469,0.7,1,5.137689e-02,-2.167249e-02,resonance
-3.80276,0.7,1,5.672254e-02,-2.553198e-02,resonance
-3.75862,0.7,1,6.196009e-02,-2.960919e-02,resonance
-3.71448,0.7,1,6.708777e-02,-3.389602e-02,resonance
-3.67034,0.7,1,7.210375e-02,-3.838558e-02,resonance
-3.62621,0.7,1,7.700614e-02,-4.307193e-02,resonance
-3.58207,0.7,1,8.179296e-02,-4.794988e-02,resonance
-3.53793,0.7,1,8.646217e-02,-5.301489e-02,resonance
-3.49379,0.7,1,9.101167e-02,-5.826299e-02,resonance
-3.44966,0.7,1,9.543926e-02,-6.369062e-02,resonance
-3.40552,0.7,1,9.974266e-02,-6.929466e-02,resonance
-3.36138,0.7,1,1.039195e-01,-7.507230e-02,resonance
-3.31724,0.7,1,1.079674e-01,-8.102105e-02,resonance
-3.2731,0.7,1,1.118837e-01,-8.713868e-02,resonance
-3.22897,0.7,1,1.156659e-01,-9.342321e-02,resonance
-3.18483,0.7,1,1.193112e-01,-9.987287e-02,resonance
-4.4,0.73,1,2.304018e-03,-1.786007e-04,resonance
-4.35034,0.73,1,9.269332e-03,-1.462459e-03,resonance
-4.30069,0.73,1,1.611867e-02,-3.403752e-03,resonance
-4.25103,0.73,1,2.285031e-02,-5.832520e-03,resonance
-4.20138,0.73,1,2.946248e-02,-8.671226e-03,resonance
-4.15172,0.73,1,3.595331e-02,-1.187278e-02,resonance
-4.10207,0.73,1,4.232089e-02,-1.540483e-02,resonance
-4.05241,0.73,1,4.856319e-02,-1.924352e-02,resonance
-4.00276,0.73,1,5.467815e-02,-2.337040e-02,resonance
-3.9531,0.73,1,6.066358e-02,-2.777073e-02,resonance
-3.90345,0.73,1,6.651724e-02,-3.243243e-02,resonance
-3.85379,0.73,1,7.223679e-02,-3.734546e-02,resonance
-3.80414,0.73,1,7.781980e-02,-4.250129e-02,resonance
-3.75448,0.73,1,8.326373e-02,-4.789264e-02,resonance
-3.70483,0.73,1,8.856596e-02,-5.351320e-02,resonance
-3.65517,0.73,1,9.372376e-02,-5.935749e-02,resonance
-3.60552,0.73,1,9.873428e-02,-6.542072e-02,resonance
-3.55586,0.73,1,1.035946e-01,-7.169867e-02,resonance
-3.50621,0.73,1,1.083016e-01,-7.818762e-02,resonance
-3.45655,0.73,1,1.128521e-01,-8.488428e-02,resonance
-3.4069,0.73,1,1.172428e-01,-9.178575e-02,resonance
-3.35724,0.73,1,1.214702e-01,-9.888946e-02,resonance
-4.58276,0.76,1,2.124711e-03,-1.549254e-04,resonance
-4.52414,0.76,1,1.034362e-02,-1.691970e-03,resonance
-4.46552,0.76,1,1.840704e-02,-4.085038e-03,resonance
-4.4069,0.76,1,2.631237e-02,-7.102751e-03,resonance
-4.34828,0.76,1,3.405685e-02,-1.064380e-02,resonance
-4.28966,0.76,1,4.163764e-02,-1.464756e-02,resonance
-4.23103,0.76,1,4.905173e-02,-1.907274e-02,resonance
-4.17241,0.76,1,5.629598e-02,-2.388911e-02,resonance
-4.11379,0.76,1,6.336715e-02,-2.907342e-02,resonance
-4.05517,0.76,1,7.026180e-02,-3.460720e-02,resonance
-3.99655,0.76,1,7.697637e-02,-4.047543e-02,resonance
-3.93793,0.76,1,8.350714e-02,-4.666562e-02,resonance
-3.87931,0.76,1,8.985022e-02,-5.316730e-02,resonance
-3.82069,0.76,1,9.600153e-02,-5.997155e-02,resonance
-3.76207,0.76,1,1.019568e-01,-6.707073e-02,resonance
-3.70345,0.76,1,1.077117e-01,-7.445823e-02,resonance
-3.64483,0.76,1,1.132614e-01,-8.212834e-02,resonance
-3.58621,0.76,1,1.186012e-01,-9.007609e-02,resonance
-3.52759,0.76,1,1.237259e-01,-9.829717e-02,resonance
-3.46897,0.76,1,1.286302e-01,-1.067878e-01,resonance
-4.69231,0.78,1,3.741710e-03,-3.584700e-04,resonance
-4.61538,0.78,1,1.446109e-02,-2.782403e-03,resonance
-4.53846,0.78,1,2.491759e-02,-6.432164e-03,resonance
-4.46154,0.78,1,3.510544e-02,-1.099917e-02,resonance
-4.38462,0.78,1,4.501853e-02,-1.634252e-02,resonance
-4.30769,0.78,1,5.465039e-02,-2.237710e-02,resonance
-4.23077,0.78,1,6.399418e-02,-2.904484e-02,resonance
-4.15385,0.78,1,7.304265e-02,-3.630333e-02,resonance
-4.07692,0.78,1,8.178816e-02,-4.412012e-02,resonance
-4.0,0.78,1,9.022262e-02,-5.246965e-02,resonance
-3.92308,0.78,1,9.833747e-02,-6.133132e-02,resonance
-3.84615,0.78,1,1.061237e-01,-7.068826e-02,resonance
-3.76923,0.78,1,1.135716e-01,-8.052651e-02,resonance
-3.69231,0.78,1,1.206712e-01,-9.083445e-02,resonance
-3.61538,0.78,1,1.274116e-01,-1.016023e-01,resonance
-3.53846,0.78,1,1.337815e-01,-1.128220e-01,resonance
-4.76923,0.8,1,9.917502e-03,-1.545352e-03,resonance
-4.69231,0.8,1,2.049629e-02,-4.689039e-03,resonance
-4.61538,0.8,1,3.081587e-02,-8.832499e-03,resonance
-4.53846,0.8,1,4.087057e-02,-1.379130e-02,resonance
-4.46154,0.8,1,5.065443e-02,-1.946305e-02,resonance
-4.38462,0.8,1,6.016114e-02,-2.578078e-02,resonance
-4.30769,0.8,1,6.938403e-02,-3.269676e-02,resonance
-4.23077,0.8,1,7.831605e-02,-4.017507e-02,resonance
-4.15385,0.8,1,8.694978e-02,-4.818770e-02,resonance
-4.07692,0.8,1,9.527737e-02,-5.671221e-02,resonance
-4.0,0.8,1,1.032905e-01,-6.573034e-02,resonance
-3.92308,0.8,1,1.109805e-01,-7.522700e-02,resonance
-3.84615,0.8,1,1.183380e-01,-8.518961e-02,resonance
-3.76923,0.8,1,1.253533e-01,-9.560762e-02,resonance
-3.69231,0.8,1,1.320160e-01,-1.064722e-01,resonance
-4.92308,0.82,1,5.322472e-03,-5.946726e-04,resonance
-4.84615,0.82,1,1.601647e-02,-3.168076e-03,resonance
-4.76923,0.82,1,2.646003e-02,-6.868434e-03,resonance
-4.69231,0.82,1,3.664790e-02,-1.143597e-02,resonance
-4.61538,0.82,1,4.657457e-02,-1.674406e-02,resonance
-4.53846,0.82,1,5.623419e-02,-2.271430e-02,resonance
-4.46154,0.82,1,6.562060e-02,-2.929251e-02,resonance
-4.38462,0.82,1,7.472732e-02,-3.643866e-02,resonance
-4.30769,0.82,1,8.354748e-02,-4.412197e-02,resonance
-4.23077,0.82,1,9.207388e-02,-5.231800e-02,resonance
-4.15385,0.82,1,1.002989e-01,-6.100692e-02,resonance
-4.07692,0.82,1,1.082145e-01,-7.017245e-02,resonance
-4.0,0.82,1,1.158122e-01,-7.980100e-02,resonance
-3.92308,0.82,1,1.230830e-01,-8.988119e-02,resonance
-3.84615,0.82,1,1.300176e-01,-1.004034e-01,resonance
-3.76923,0.82,1,1.366059e-01,-1.113596e-01,resonance
-5.07692,0.84,1,6.800961e-04,-2.660715e-05,resonance
-5.0,0.84,1,1.148283e-02,-1.882631e-03,resonance
-4.92308,0.84,1,2.204330e-02,-5.108952e-03,resonance
-4.84615,0.84,1,3.235666e-02,-9.274124e-03,resonance
-4.76923,0.84,1,4.241776e-02,-1.421528e-02,resonance
-4.69231,0.84,1,5.222120e-02,-1.983888e-02,resonance
-4.61538,0.84,1,6.176127e-02,-2.608269e-02,resonance
-4.53846,0.84,1,7.103196e-02,-3.290186e-02,resonance
-4.46154,0.84,1,8.002695e-02,-4.026237e-02,resonance
-4.38462,0.84,1,8.873958e-02,-4.813751e-02,resonance
-4.30769,0.84,1,9.716282e-02,-5.650578e-02,resonance
-4.23077,0.84,1,1.052893e-01,-6.534957e-02,resonance
-4.15385,0.84,1,1.131112e-01,-7.465423e-02,resonance
-4.07692,0.84,1,1.206203e-01,-8.440752e-02,resonance
-4.0,0.84,1,1.278081e-01,-9.459907e-02,resonance
-3.92308,0.84,1,1.346652e-01,-1.052201e-01,resonance
-3.84615,0.84,1,1.411821e-01,-1.162632e-01,resonance
-5.15385,0.86,1,6.899576e-03,-8.590479e-04,resonance
-5.07692,0.86,1,1.757051e-02,-3.559616e-03,resonance
-5.0,0.86,1,2.800231e-02,-7.305217e-03,resonance
-4.92308,0.86,1,3.819021e-02,-1.187321e-02,resonance
-4.84615,0.86,1,4.812918e-02,-1.714913e-02,resonance
-4.76923,0.86,1,5.781392e-02,-2.306055e-02,resonance
-4.69231,0.86,1,6.723886e-02,-2.955674e-02,resonance
-4.61538,0.86,1,7.639814e-02,-3.659991e-02,resonance
-4.53846,0.86,1,8.528560e-02,-4.416078e-02,resonance
-4.46154,0.86,1,9.389476e-02,-5.221596e-02,resonance
-4.38462,0.86,1,1.022188e-01,-6.074642e-02,resonance
-4.30769,0.86,1,1.102505e-01,-6.973638e-02,resonance
-4.23077,0.86,1,1.179824e-01,-7.917265e-02,resonance
-4.15385,0.86,1,1.254064e-01,-8.904411e-02,resonance
-4.07692,0.86,1,1.325143e-01,-9.934131e-02,resonance
-4.0,0.86,1,1.392972e-01,-1.100562e-01,resonance
-5.30769,0.88,1,2.270494e-03,-1.589928e-04,resonance
-5.23077,0.88,1,1.304595e-02,-2.231462e-03,resonance
-5.15385,0.88,1,2.358975e-02,-5.530968e-03,resonance
-5.07692,0.88,1,3.389745e-02,-9.715749e-03,resonance
-5.0,0.88,1,4.396437e-02,-1.464081e-02,resonance
-4.92308,0.88,1,5.378557e-02,-2.022034e-02,resonance
-4.84615,0.88,1,6.335589e-02,-2.639635e-02,resonance
-4.76923,0.88,1,7.266988e-02,-3.312662e-02,resonance
-4.69231,0.88,1,8.172182e-02,-4.037888e-02,resonance
-4.61538,0.88,1,9.050570e-02,-4.812764e-02,resonance
-4.53846,0.88,1,9.901522e-02,-5.635226e-02,resonance
-4.46154,0.88,1,1.072438e-01,-6.503578e-02,resonance
-4.38462,0.88,1,1.151843e-01,-7.416400e-02,resonance
-4.30769,0.88,1,1.228296e-01,-8.372498e-02,resonance
-4.23077,0.88,1,1.301718e-01,-9.370857e-02,resonance
-4.15385,0.88,1,1.372030e-01,-1.041062e-01,resonance
-4.07692,0.88,1,1.439145e-01,-1.149103e-01,resonance
-5.38462,0.9,1,8.473501e-03,-1.145344e-03,resonance
-5.30769,0.9,1,1.912338e-02,-3.956130e-03,resonance
-5.23077,0.9,1,2.954446e-02,-7.742442e-03,resonance
-5.15385,0.9,1,3.973238e-02,-1.231083e-02,resonance
-5.07692,0.9,1,4.968254e-02,-1.755730e-02,resonance
-5.0,0.9,1,5.939012e-02,-2.341471e-02,resonance
-4.92308,0.9,1,6.885005e-02,-2.983548e-02,resonance
-4.84615,0.9,1,7.805703e-02,-3.678386e-02,resonance
-4.76923,0.9,1,8.700547e-02,-4.423197e-02,resonance
-4.69231,0.9,1,9.568951e-02,-5.215743e-02,resonance
-4.61538,0.9,1,1.041030e-01,-6.054191e-02,resonance
-4.53846,0.9,1,1.122396e-01,-6.937017e-02,resonance
-4.46154,0.9,1,1.200923e-01,-7.862940e-02,resonance
-4.38462,0.9,1,1.276542e-01,-8.830874e-02,resonance
-4.30769,0.9,1,1.349178e-01,-9.839892e-02,resonance
-4.23077,0.9,1,1.418751e-01,-1.088920e-01,resonance
-4.15385,0.9,1,1.485180e-01,-1.197812e-01,resonance
-5.53846,0.92,1,3.856654e-03,-3.450790e-04,resonance
-5.46154,0.92,1,1.460715e-02,-2.589945e-03,resonance
-5.38462,0.92,1,2.513571e-02,-5.954794e-03,resonance
-5.30769,0.92,1,3.543825e-02,-1.015737e-02,resonance
-5.23077,0.92,1,4.551047e-02,-1.506768e-02,resonance
-5.15385,0.92,1,5.534787e-02,-2.060672e-02,resonance
-5.07692,0.92,1,6.494573e-02,-2.672032e-02,resonance
